epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,16285.9,1.30744,0.91102,1.06564,0.58067,0.46721,0.49463,0.30448,1.26944,0.89814,1.05252,0.000366877,0.000366877,0.000366877
181,16375.3,1.3009,0.90944,1.06333,0.58537,0.46471,0.49452,0.30441,1.26949,0.89811,1.05254,0.00034227,0.00034227,0.00034227
182,16465,1.30664,0.91599,1.0721,0.58598,0.46396,0.49459,0.30451,1.26947,0.89808,1.05254,0.000318825,0.000318825,0.000318825
183,16554.9,1.30737,0.90854,1.06851,0.5858,0.46393,0.49449,0.30452,1.26955,0.89806,1.05253,0.000296546,0.000296546,0.000296546
184,16644.9,1.30437,0.90503,1.05924,0.58254,0.46587,0.49459,0.3045,1.26957,0.89797,1.05252,0.000275441,0.000275441,0.000275441
185,16735.2,1.3107,0.90149,1.07146,0.58031,0.46705,0.49451,0.30465,1.26956,0.89791,1.05252,0.000255513,0.000255513,0.000255513
186,16825.1,1.28335,0.88771,1.06029,0.58372,0.46511,0.49443,0.30463,1.2696,0.89786,1.05252,0.000236769,0.000236769,0.000236769
187,16915,1.29148,0.89748,1.06653,0.58352,0.46513,0.49458,0.30468,1.26966,0.89782,1.05254,0.000219212,0.000219212,0.000219212
188,17004.5,1.30129,0.90437,1.064,0.58472,0.4644,0.49452,0.30473,1.26967,0.89779,1.05255,0.000202847,0.000202847,0.000202847
189,17094.2,1.30362,0.90087,1.06267,0.58303,0.46595,0.49461,0.30474,1.26968,0.89768,1.05255,0.000187678,0.000187678,0.000187678
190,17184.4,1.30239,0.90381,1.06167,0.58356,0.46607,0.49459,0.30473,1.26968,0.89769,1.05255,0.000173709,0.000173709,0.000173709
191,17295.6,1.22335,0.80226,1.04742,0.58378,0.46581,0.49463,0.30467,1.26981,0.89772,1.05261,0.000160943,0.000160943,0.000160943
192,17379.5,1.22077,0.79576,1.0483,0.58255,0.46628,0.4948,0.30476,1.26986,0.89774,1.05261,0.000149383,0.000149383,0.000149383
193,17463.8,1.21659,0.79879,1.05142,0.5832,0.46581,0.49443,0.30467,1.26995,0.89772,1.05263,0.000139032,0.000139032,0.000139032
194,17548.8,1.21956,0.79555,1.04588,0.58234,0.46636,0.49442,0.3047,1.27002,0.89771,1.05266,0.000129893,0.000129893,0.000129893
195,17633.2,1.21094,0.79156,1.04178,0.58206,0.46713,0.49471,0.30477,1.27007,0.8977,1.05267,0.000121968,0.000121968,0.000121968
196,17717.5,1.21528,0.79029,1.04695,0.58092,0.4677,0.49464,0.30479,1.27018,0.8977,1.0527,0.000115259,0.000115259,0.000115259
197,17802,1.21616,0.7897,1.0477,0.5811,0.4677,0.49466,0.30476,1.27024,0.89767,1.0527,0.000109768,0.000109768,0.000109768
198,17887,1.21433,0.78504,1.04245,0.58064,0.46838,0.49467,0.30479,1.2703,0.89759,1.05273,0.000105495,0.000105495,0.000105495
199,17971.9,1.21725,0.78967,1.04157,0.58063,0.46838,0.49459,0.30468,1.27038,0.89762,1.05272,0.000102443,0.000102443,0.000102443
200,18056,1.22218,0.79461,1.04938,0.58145,0.46765,0.49464,0.30469,1.27046,0.89766,1.05275,0.000100611,0.000100611,0.000100611
