epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,1847.95,2.4542,1.68229,1.25014,0.45042,0.33387,0.29005,0.08588,2.41313,1.6642,1.36646,0.00505,0.00505,0.00505
102,1866.32,2.45579,1.69161,1.24904,0.44542,0.33868,0.28932,0.0881,2.38103,1.65448,1.358,0.00497225,0.00497225,0.00497225
103,1884.3,2.44364,1.72908,1.24039,0.41636,0.3232,0.28076,0.08498,2.4215,1.69465,1.36854,0.00489452,0.00489452,0.00489452
104,1902.2,2.43954,1.70312,1.28875,0.45667,0.32103,0.2886,0.0895,2.35184,1.6282,1.35109,0.00481682,0.00481682,0.00481682
105,1920.25,2.41701,1.72105,1.26708,0.45416,0.33465,0.30007,0.09178,2.36678,1.66922,1.35169,0.00473919,0.00473919,0.00473919
106,1938.07,2.43797,1.70834,1.26789,0.44943,0.32698,0.29145,0.09176,2.35113,1.63445,1.34957,0.00466163,0.00466163,0.00466163
107,1956.09,2.44922,1.67618,1.26753,0.46822,0.33356,0.31055,0.09259,2.40215,1.65108,1.35684,0.00458416,0.00458416,0.00458416
108,1974.31,2.34575,1.63029,1.25578,0.44319,0.34288,0.29762,0.09051,2.38621,1.64491,1.36062,0.00450682,0.00450682,0.00450682
109,1992.24,2.42067,1.66116,1.2544,0.44647,0.34348,0.29885,0.09287,2.36783,1.62817,1.34478,0.0044296,0.0044296,0.0044296
110,2010.67,2.39615,1.65708,1.25094,0.4736,0.32968,0.29914,0.09252,2.40057,1.61497,1.36499,0.00435254,0.00435254,0.00435254
111,2028.61,2.40758,1.64117,1.29237,0.45289,0.3361,0.30064,0.09255,2.36067,1.64265,1.34248,0.00427565,0.00427565,0.00427565
112,2046.31,2.38247,1.58076,1.25405,0.48474,0.34498,0.31786,0.09827,2.36795,1.60486,1.36026,0.00419895,0.00419895,0.00419895
113,2064.37,2.40833,1.65885,1.25828,0.47544,0.3306,0.30755,0.09557,2.37221,1.61792,1.34554,0.00412246,0.00412246,0.00412246
114,2082.68,2.37766,1.58862,1.23213,0.46235,0.34059,0.29581,0.09034,2.39323,1.62266,1.35687,0.0040462,0.0040462,0.0040462
115,2100.59,2.41331,1.63888,1.23828,0.47677,0.34318,0.30779,0.09524,2.38591,1.6066,1.35547,0.00397019,0.00397019,0.00397019
116,2118.35,2.38322,1.67015,1.2664,0.46121,0.33046,0.30416,0.09393,2.3786,1.64356,1.35027,0.00389445,0.00389445,0.00389445
117,2136.33,2.40498,1.63408,1.243,0.45934,0.31612,0.29489,0.09273,2.39325,1.6204,1.35475,0.00381899,0.00381899,0.00381899
118,2154.29,2.39897,1.58806,1.24632,0.45785,0.34235,0.30149,0.09247,2.38752,1.62229,1.3489,0.00374383,0.00374383,0.00374383
119,2172.55,2.37623,1.6208,1.22864,0.46874,0.33632,0.30681,0.09499,2.36518,1.64901,1.34696,0.00366899,0.00366899,0.00366899
120,2190.78,2.40361,1.60416,1.26207,0.4726,0.32044,0.30276,0.09492,2.40505,1.66475,1.35833,0.0035945,0.0035945,0.0035945
121,2208.72,2.36948,1.60535,1.23944,0.49363,0.33544,0.32147,0.10021,2.34895,1.57069,1.33904,0.00352037,0.00352037,0.00352037
122,2226.74,2.41548,1.6335,1.2819,0.45422,0.3408,0.30261,0.09569,2.37055,1.64172,1.35342,0.00344661,0.00344661,0.00344661
123,2244.41,2.38229,1.62855,1.24125,0.45225,0.32928,0.30322,0.09493,2.39191,1.61744,1.35612,0.00337325,0.00337325,0.00337325
124,2262.18,2.39524,1.62076,1.24123,0.4672,0.33192,0.30758,0.09614,2.36042,1.63031,1.34956,0.0033003,0.0033003,0.0033003
125,2280.04,2.41171,1.59019,1.2151,0.47595,0.3265,0.31339,0.09832,2.35457,1.58325,1.35306,0.00322778,0.00322778,0.00322778
126,2298.06,2.35697,1.58296,1.25303,0.46316,0.32152,0.29277,0.09183,2.38418,1.63947,1.34209,0.00315572,0.00315572,0.00315572
127,2316.37,2.35849,1.58878,1.24483,0.45125,0.33564,0.29916,0.09263,2.37787,1.63562,1.34269,0.00308412,0.00308412,0.00308412
128,2334.58,2.42653,1.6015,1.22102,0.49592,0.32635,0.31378,0.0981,2.35323,1.58566,1.34667,0.003013,0.003013,0.003013
129,2352.5,2.35468,1.61061,1.24413,0.4826,0.33235,0.31004,0.09773,2.34852,1.59722,1.34037,0.00294239,0.00294239,0.00294239
130,2370.95,2.43148,1.6281,1.22563,0.46377,0.33175,0.30156,0.09498,2.36684,1.6341,1.34665,0.0028723,0.0028723,0.0028723
131,2388.69,2.34141,1.60338,1.25938,0.48173,0.34086,0.31289,0.09902,2.35986,1.56022,1.35077,0.00280275,0.00280275,0.00280275
132,2406.82,2.3225,1.56595,1.24799,0.46922,0.33236,0.309,0.09494,2.3869,1.61738,1.34464,0.00273375,0.00273375,0.00273375
133,2425.21,2.35681,1.59219,1.22357,0.47609,0.32994,0.30813,0.098,2.36202,1.59697,1.33912,0.00266532,0.00266532,0.00266532
134,2443.58,2.41769,1.60007,1.21269,0.4904,0.34268,0.31744,0.09959,2.34176,1.57886,1.33382,0.00259748,0.00259748,0.00259748
135,2461.53,2.32895,1.54188,1.23311,0.47769,0.33641,0.31203,0.09691,2.3816,1.62892,1.35438,0.00253024,0.00253024,0.00253024
136,2479.97,2.32374,1.55002,1.2427,0.4943,0.33317,0.31407,0.09846,2.3734,1.59648,1.3529,0.00246363,0.00246363,0.00246363
137,2498.77,2.36236,1.56989,1.21853,0.46475,0.33919,0.31569,0.09882,2.34987,1.59664,1.3408,0.00239766,0.00239766,0.00239766
138,2517.78,2.37718,1.58328,1.21491,0.49396,0.34564,0.32165,0.10119,2.33947,1.57418,1.33291,0.00233234,0.00233234,0.00233234
139,2535.75,2.32601,1.53589,1.23353,0.46213,0.35592,0.31788,0.1008,2.34921,1.59742,1.33952,0.00226769,0.00226769,0.00226769
140,2553.76,2.37518,1.55738,1.23819,0.48739,0.34358,0.32076,0.10092,2.35227,1.57407,1.34286,0.00220372,0.00220372,0.00220372
141,2571.89,2.36146,1.55204,1.21462,0.47915,0.33853,0.32055,0.10073,2.36269,1.57189,1.34193,0.00214046,0.00214046,0.00214046
142,2590.18,2.3609,1.54448,1.21539,0.46171,0.34356,0.30942,0.09825,2.34669,1.58061,1.34455,0.00207792,0.00207792,0.00207792
143,2608.66,2.33907,1.56234,1.22172,0.45381,0.35587,0.31555,0.10008,2.33532,1.58408,1.33972,0.00201611,0.00201611,0.00201611
144,2627.5,2.32603,1.5528,1.23084,0.46663,0.34703,0.30741,0.09626,2.33954,1.57209,1.34954,0.00195505,0.00195505,0.00195505
145,2646.01,2.32011,1.56479,1.23198,0.46915,0.34758,0.31268,0.09868,2.35023,1.57428,1.34043,0.00189475,0.00189475,0.00189475
146,2665.19,2.33645,1.53923,1.22752,0.47567,0.35674,0.31589,0.09903,2.35359,1.59508,1.34921,0.00183523,0.00183523,0.00183523
147,2683.62,2.32393,1.55832,1.22998,0.46209,0.34656,0.31133,0.09937,2.35962,1.59456,1.34335,0.00177651,0.00177651,0.00177651
148,2702.18,2.35839,1.58135,1.23192,0.47117,0.35201,0.3165,0.10041,2.33822,1.56762,1.34195,0.00171859,0.00171859,0.00171859
