epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,33101.8,1.94582,1.10432,1.04303,0.57234,0.46683,0.48299,0.21827,1.86834,1.1116,1.04297,0.000604763,0.000604763,0.000604763
173,33284.5,1.92866,1.08173,1.03757,0.57178,0.46687,0.48386,0.21863,1.86786,1.11066,1.04276,0.000571106,0.000571106,0.000571106
174,33467.6,1.94875,1.10463,1.03556,0.57212,0.46689,0.48402,0.21888,1.86738,1.10977,1.0426,0.000538554,0.000538554,0.000538554
175,33650,1.91972,1.09001,1.03509,0.57375,0.46756,0.4845,0.21875,1.86694,1.10884,1.04247,0.000507115,0.000507115,0.000507115
176,33832.1,1.93497,1.08938,1.04006,0.56287,0.47116,0.48507,0.2191,1.86646,1.10786,1.04232,0.000476796,0.000476796,0.000476796
177,34005.3,1.9433,1.09131,1.03873,0.57132,0.46863,0.48541,0.21936,1.86609,1.10692,1.04219,0.000447606,0.000447606,0.000447606
178,34177.4,1.93802,1.08725,1.04173,0.56118,0.47232,0.48599,0.2196,1.8656,1.10606,1.04202,0.000419552,0.000419552,0.000419552
179,34349.2,1.93429,1.10201,1.04089,0.5625,0.47173,0.48711,0.22021,1.86511,1.10508,1.04183,0.00039264,0.00039264,0.00039264
180,34521.3,1.92432,1.0893,1.03239,0.56126,0.4718,0.488,0.22073,1.86465,1.10411,1.04165,0.000366877,0.000366877,0.000366877
181,34693.6,1.92747,1.08237,1.03849,0.56967,0.46894,0.48768,0.22064,1.86417,1.10328,1.04144,0.00034227,0.00034227,0.00034227
182,34866.2,1.92424,1.07435,1.03664,0.56722,0.47018,0.48854,0.22111,1.86375,1.1023,1.04128,0.000318825,0.000318825,0.000318825
183,35038.8,1.92569,1.08585,1.03957,0.56954,0.4691,0.48881,0.22119,1.86332,1.10141,1.04113,0.000296546,0.000296546,0.000296546
184,35266.5,1.92923,1.08309,1.03645,0.56865,0.47602,0.48943,0.22142,1.8629,1.10053,1.04097,0.000275441,0.000275441,0.000275441
185,35527.1,1.91839,1.0841,1.03868,0.56966,0.47412,0.48996,0.22128,1.8624,1.09959,1.04082,0.000255513,0.000255513,0.000255513
186,35699.7,1.91178,1.06832,1.03711,0.58182,0.47704,0.49067,0.22177,1.86189,1.0987,1.04063,0.000236769,0.000236769,0.000236769
187,35872.4,1.92149,1.08655,1.0373,0.58626,0.48241,0.49148,0.22184,1.86146,1.09785,1.04048,0.000219212,0.000219212,0.000219212
188,36045.4,1.93269,1.07613,1.03578,0.55166,0.49069,0.49229,0.22237,1.861,1.0969,1.04035,0.000202847,0.000202847,0.000202847
189,36217.9,1.91209,1.07255,1.03726,0.54867,0.49387,0.49274,0.22304,1.86064,1.0961,1.04021,0.000187678,0.000187678,0.000187678
190,36389.7,1.9257,1.07793,1.03418,0.54255,0.49603,0.49346,0.2233,1.86014,1.09515,1.04006,0.000173709,0.000173709,0.000173709
191,36584.6,1.87144,1.03159,1.03811,0.55018,0.49736,0.49524,0.22356,1.85983,1.09426,1.03993,0.000160943,0.000160943,0.000160943
192,36753.7,1.86956,1.03249,1.04191,0.57877,0.48552,0.49617,0.22404,1.85942,1.09327,1.0398,0.000149383,0.000149383,0.000149383
193,36922.7,1.85612,1.01975,1.04349,0.58177,0.48488,0.49658,0.22439,1.85906,1.09232,1.03968,0.000139032,0.000139032,0.000139032
194,37091.5,1.85994,1.04028,1.03924,0.58251,0.4846,0.49732,0.22434,1.85862,1.09131,1.03953,0.000129893,0.000129893,0.000129893
195,37260.6,1.85809,1.01613,1.04107,0.57982,0.48556,0.49775,0.22485,1.85828,1.09044,1.0394,0.000121968,0.000121968,0.000121968
196,37429.6,1.85601,1.0126,1.03412,0.57821,0.48778,0.49873,0.22539,1.85783,1.08953,1.03925,0.000115259,0.000115259,0.000115259
197,37598,1.86252,1.01952,1.04192,0.55724,0.49912,0.49977,0.2256,1.85749,1.08864,1.03912,0.000109768,0.000109768,0.000109768
198,37767,1.86351,1.02661,1.04032,0.56162,0.50016,0.50058,0.22593,1.85716,1.08778,1.03898,0.000105495,0.000105495,0.000105495
199,37935,1.84444,1.01222,1.03997,0.55584,0.50281,0.50115,0.22595,1.85678,1.08674,1.03883,0.000102443,0.000102443,0.000102443
200,38102.8,1.87009,1.02752,1.04322,0.55616,0.50263,0.5014,0.2261,1.85644,1.08569,1.03869,0.000100611,0.000100611,0.000100611
